url,text,class
https://www.neubaukompass.de/neubau/steinbach-palais-bad-saarow/,"Karl-Marx-Damm 2 c-e, 15526 Bad Saarow Wohntyp Eigentumswohnung Investitionsobjekt Preis 286.000 EUR - 795.000 EUR Zimmeranzahl 2 - 5 Zimmer Wohnflache 49 m2 - 140 m2 Bezugsfertig 30.09.2023 Einheiten 48 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/waldstrasse-64-berlin/,"Waldstrasse 64, 13403 Berlin Reinickendorf Wohntyp Eigentumswohnung Preis 254.800 EUR - 620.000 EUR Zimmeranzahl 2, 4 Zimmer Wohnflache 52 m2 - 117 m2 Bezugsfertig vsl. Herbst 2021 Einheiten Auf Anfrage Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/kuckhoff-47-berlin/,"Provisionsfrei Kuckhoffstrasse 4547, Berlin Niederschonhausen Wohntyp Eigentumswohnung Mehrfamilienhaus Preis Auf Anfrage Zimmeranzahl 2 - 5 Zimmer Wohnflache 62 m2 - 138 m2 Bezugsfertig Februar 2021 - August 2021 Einheiten 19 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/am-generalshof-berlin/,"KfW 55 Provisionsfrei Besichtigung Beurkundung Videoberatung Am Generalshof 11-23, 12555 Berlin Kopenick Wohntyp Eigentumswohnung Preis 342.000 EUR - 1.083.000 EUR Zimmeranzahl 2 - 5 Zimmer Wohnflache 54 m2 - 145 m2 Bezugsfertig Auf Anfrage Einheiten 83 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/wildrose-berlin/,"Provisionsfrei Kleiner Parkweg 1-23, Schulstrasse 1, 1a, 43, 44, 12683 Berlin Biesdorf Wohntyp Eigentumswohnung Penthouse Preis ab 268.000 EUR Zimmeranzahl 2 - 4 Zimmer Wohnflache 56,40 m2 - 111,58 m2 Bezugsfertig Q32021 Einheiten 116 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/buergerstrasse-53-berlin/,"EnEV 2014 Burgerstrasse 53, 12347 Berlin Neukolln Wohntyp Eigentumswohnung Preis 369.990 EUR - 916.900 EUR Zimmeranzahl 2 - 5 Zimmer Wohnflache 68 m2 - 148 m2 Bezugsfertig spatestens 082023 Einheiten 40 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/seetore-residenz-neuruppin/,"An der Seepromenade 24-35, 16816 Neuruppin Wohntyp Eigentumswohnung Preis 230.370 EUR - 575.568 EUR Zimmeranzahl 2 - 4 Zimmer Wohnflache 50 m2 - 130 m2 Bezugsfertig 2022 Einheiten 83 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/bruno-bauer-eck-berlin-neukoelln/,"Bruno-Bauerstrasse 24, 12051 Berlin Neukolln Wohntyp Dachgeschosswohnung Eigentumswohnung Mehrfamilienhaus Preis ab 579.000 EUR Zimmeranzahl 3 - 5 Zimmer Wohnflache 92,07 m2 - 179,47 m2 Bezugsfertig ab Mai 2021 Einheiten 4 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/oranie-1-berlin/,"Baubeginn erfolgt KfW 55 Provisionsfrei Besichtigung Beurkundung Videoberatung Oraniendamm 1-3, 13469 Berlin Waidmannslust Wohntyp Eigentumswohnung Preis 234.000 EUR - 423.000 EUR Zimmeranzahl 1 - 3 Zimmer Wohnflache 46,13 m2 - 82,94 m2 Bezugsfertig 30.11.2021 Einheiten 25 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/fox-cube-drei-berlin/,"KfW 55 Provisionsfrei Besichtigung Live-Streaming Videoberatung Virtueller Rundgang Alt-Friedrichsfelde 121, 10315 Berlin Friedrichsfelde Wohntyp Eigentumswohnung Preis ab 148.000 EUR Zimmeranzahl 1 - 3 Zimmer Wohnflache 22 m2 - 74 m2 Bezugsfertig Q3 2022 Einheiten 89 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/bornholm-berlin/,"80% verkauft EnEV 2014 Gruntaler Strasse 49, 13359 Berlin Gesundbrunnen Wohntyp Eigentumswohnung Preis 238.900 EUR - 529.300 EUR Zimmeranzahl 1 - 3 Zimmer Wohnflache 37,60 m2 - 110 m2 Bezugsfertig Sommer 2022 Einheiten 35 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/schiller-und-havel-hohen-neuendorf/,"KfW 55 Provisionsfrei Besichtigung Beurkundung Videoberatung Schillerpromenade 2, 16540 Hohen Neuendorf Wohntyp Eigentumswohnung Preis Auf Anfrage Zimmeranzahl 3 - 4 Zimmer Wohnflache 90 m2 - 96 m2 Bezugsfertig Auf Anfrage Einheiten 36 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/baugemeinschaft-win-berlin/,"Winckelmannstr. 26, 12487 Berlin Johannisthal Wohntyp Eigentumswohnung Preis 249.079 EUR - 664.936 EUR Zimmeranzahl 2 - 5 Zimmer Wohnflache 54 m2 - 144 m2 Bezugsfertig HerbstWinter 2022 Einheiten 16 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/neue-florahoefe-berlin/,"Wollankstrasse, 13187 Berlin Pankow Wohntyp Eigentumswohnung Mehrfamilienhaus Preis 469.980 EUR - 902.850 EUR Zimmeranzahl 2 - 6 Zimmer Wohnflache 74,60 m2 - 138,90 m2 Bezugsfertig vsl. Ende 2022 Einheiten 33 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/wohnen-am-plaenterwald-berlin/,"Provisionsfrei Eichbuschallee 9, 12437 Berlin Treptow-Kopenick Wohntyp Eigentumswohnung Preis ab 299.000 EUR Zimmeranzahl 2 - 4 Zimmer Wohnflache 53 m2 - 123 m2 Bezugsfertig vsl. Ende 2021 Einheiten 62 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/studio-living-berlin-b1/,"KfW 55 Besichtigung Beurkundung Videoberatung Tegeler Strasse 8, 9, 13353 Berlin Wedding Wohntyp Apartment Eigentumswohnung Kapitalanlage Mikroapartment Preis 132.500 EUR - 415.000 EUR Zimmeranzahl 1 - 2 Zimmer Wohnflache 24,79 m2 - 67,72 m2 Bezugsfertig August 2021 Einheiten 102 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/am-spreebogen-berlin-charlottenburg/,"Provisionsfrei Besichtigung Live-Streaming Videoberatung Virtueller Rundgang Pascalstrasse, 10587 Berlin Charlottenburg Wohntyp Eigentumswohnung Preis ab 188.000 EUR Zimmeranzahl 1 - 5 Zimmer Wohnflache 41 m2 - 135 m2 Bezugsfertig ab sofort Einheiten 38 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/soma-pottensteiner-weg-berlin/,"Provisionsfrei Besichtigung Beurkundung Videoberatung Virtueller Rundgang Pottensteiner Weg 22, 14089 Berlin Kladow Wohntyp Doppelhaushalfte Haus Preis 1.199.000 EUR - 1.249.000 EUR Zimmeranzahl 6 Zimmer Wohnflache ab 196 m2 Bezugsfertig August 2022 Einheiten 4 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/handjery-friedenau-living-berlin/,"Verkaufsstart erfolgt Handjerystrasse 99, 12159 Berlin Friedenau Wohntyp Eigentumswohnung Penthouse Preis 443.800 EUR - 899.800 EUR Zimmeranzahl 3 - 5 Zimmer Wohnflache 75 m2 - 126 m2 Bezugsfertig Auf Anfrage Einheiten 23 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/alt-reinickendorf-54-berlin/,"Alt-Reinickendorf 54, 13407 Berlin Reinickendorf Wohntyp Eigentumswohnung Preis 414.715 EUR - 1.066.883 EUR Zimmeranzahl 3 - 5 Zimmer Wohnflache 67,95 m2 - 154,45 m2 Bezugsfertig 3. Quartal 2021 Einheiten 9 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/penthouses-berlin-mitte/,"60% verkauft Alte Jakobstr. 92, 10179 Berlin Mitte Wohntyp Eigentumswohnung Penthouse Preis 899.000 EUR - 1.295.000 EUR Zimmeranzahl 3 - 4 Zimmer Wohnflache 95 m2 - 131 m2 Bezugsfertig 4. Quartal 2020 Einheiten 10 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/davoser-strasse-5-berlin/,"Besichtigung Beurkundung Videoberatung Virtueller Rundgang Davoser Strasse 5, 14199 Berlin Schmargendorf Wohntyp Reihenhaus Stadthaus Haus Preis 2.413.000 EUR - 2.500.000 EUR Zimmeranzahl 6 und mehr Zimmer Wohnflache 213 m2 - 249 m2 Bezugsfertig Auf Anfrage Einheiten 4 Kategorie Luxus ",
https://www.neubaukompass.de/neubau/monos-berlin/,"Fasanenstrasse 64, 10719 Berlin Charlottenburg Wohntyp Eigentumswohnung Maisonettewohnung Penthouse Preis Auf Anfrage Zimmeranzahl 1 - 6 und mehr Zimmer Wohnflache 31 m2 - 320 m2 Bezugsfertig Auf Anfrage Einheiten 40 Kategorie Luxus ",
https://www.neubaukompass.de/neubau/eberty-urban-living-berlin/,"Bezugsfertig Ebertystrasse 27, 10249 Berlin Friedrichshain Wohntyp Eigentumswohnung Preis 395.000 EUR - 705.000 EUR Zimmeranzahl 2 Zimmer Wohnflache 53 m2 - 88 m2 Bezugsfertig Auf Anfrage Einheiten 4 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/copenic-7-berlin/,"Besichtigung Beurkundung Videoberatung Mahlsdorfer Strasse 7-8, 12555 Berlin Treptow-Kopenick Wohntyp Eigentumswohnung Preis 188.000 EUR - 681.000 EUR Zimmeranzahl 1 - 4 Zimmer Wohnflache 37 m2 - 131 m2 Bezugsfertig Auf Anfrage Einheiten 51 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/gartenhaus-loft-57-berlin/,"Besichtigung Beurkundung Videoberatung Kremmener Strasse 10, 10435 Berlin Mitte Wohntyp Eigentumswohnung Loft Preis 910.900 EUR Zimmeranzahl 2 Zimmer Wohnflache 114,27 m2 Bezugsfertig Ab sofort Einheiten 1 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/wiener-hoefe-berlin/,"80% verkauft Provisionsfrei Wienerstrasse 37, 10999 Berlin Kreuzberg Wohntyp Eigentumswohnung Maisonettewohnung Penthouse Preis 302.000 EUR - 710.000 EUR Zimmeranzahl 2 - 4 Zimmer Wohnflache 44 m2 - 156 m2 Bezugsfertig Geplanter Bezug Fruhling 2021 Einheiten 37 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/berliner-allee-94-berlin/,"Berliner Allee 94, 13086 Berlin Weissensee Wohntyp Eigentumswohnung Townhouses Haus Preis 935.000 EUR - 1.220.000 EUR Zimmeranzahl 4 - 5 Zimmer Wohnflache 140 m2 - 170 m2 Bezugsfertig Fruhjahr 2022 Einheiten 6 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/berliner-allee-18-zossen/,"Berliner Allee 18, 15806 Zossen Wunsdorf Wohntyp Doppelhaushalfte Haus Preis ab 365.000 EUR Zimmeranzahl 4 Zimmer Wohnflache 122 m2 Bezugsfertig Auf Anfrage Einheiten 12 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/vorstadtgaerten-aderluch-oranienburg/,"Besichtigung Beurkundung Videoberatung Am Wald 1, 16515 Oranienburg Wohntyp Doppelhaushalfte Einfamilienhaus Reihenhaus Haus Preis Auf Anfrage Zimmeranzahl Auf Anfrage Wohnflache Auf Anfrage Bezugsfertig 2022 Einheiten 95 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/pfau-am-potsdamer-platz-berlin/,"Bissingzeile, 10785 Berlin Tiergarten Wohntyp Eigentumswohnung Preis ab 449.000 EUR Zimmeranzahl 1 - 5 Zimmer Wohnflache 57 m2 - 186 m2 Bezugsfertig Q4 2020 Einheiten 19 Kategorie Luxus ",
https://www.neubaukompass.de/neubau/quartier-hugos-berlin/,"Britzer Strasse 18, 12109 Berlin Mariendorf Wohntyp Eigentumswohnung Preis 313.900 EUR - 646.900 EUR Zimmeranzahl 2 - 3 Zimmer Wohnflache 60 m2 - 114 m2 Bezugsfertig 2022 Einheiten 285 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/glint-berlin/,"Provisionsfrei Glinkastrasse Taubenstrasse, 10117 Berlin Mitte Wohntyp Eigentumswohnung Investitionsobjekt Kapitalanlage Penthouse Preis ab 348.000 EUR Zimmeranzahl 1 - 5 Zimmer Wohnflache 25 m2 - 600 m2 Bezugsfertig vsl. 2023 Einheiten 69 Kategorie Luxus ",
https://www.neubaukompass.de/neubau/am-schlosspark-berlin/,"Nur noch wenige Einheiten! Besichtigung Beurkundung Videoberatung Virtueller Rundgang Heubnerweg 7-9a, 14059 Berlin Charlottenburg Wohntyp Eigentumswohnung Stadthaus Preis 296.502 EUR - 1.310.698 EUR Zimmeranzahl 1 - 5 Zimmer Wohnflache 38 m2 - 176 m2 Bezugsfertig 3. Quartal 2020 Einheiten 132 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/a-la-maison-berlin/,"J Rue Nungesser et Coli, 13405 Berlin Tegel Wohntyp Eigentumswohnung Mehrfamilienhaus Preis 274.000 EUR - 699.000 EUR Zimmeranzahl 2 - 3 Zimmer Wohnflache 48 m2 - 110 m2 Bezugsfertig 30.06.2021 Einheiten 28 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/dresdener109-berlin/,"90% verkauft Provisionsfrei Besichtigung Beurkundung Videoberatung Dresdener Strasse 109, 10179 Berlin Mitte Wohntyp Eigentumswohnung Preis 935.860 EUR - 1.720.740 EUR Zimmeranzahl 2, 4 Zimmer Wohnflache 128,20 m2 - 140,65 m2 Bezugsfertig 4. Quartal 2020 Einheiten 18 Kategorie Luxus ",
https://www.neubaukompass.de/neubau/embassy-berlin/,"Besichtigung Beurkundung Live-Streaming Videoberatung Virtueller Rundgang Am Kollnischen Park 67, 10179 Berlin Mitte Wohntyp Eigentumswohnung Mehrfamilienhaus Preis 387.400 EUR - 1.563.500 EUR Zimmeranzahl 2 - 5 Zimmer Wohnflache 48 m2 - 161 m2 Bezugsfertig 4. Quartal 2020 Einheiten 133 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/orangerie-wohnen-am-tiefer-see-potsdam/,"Berliner Strasse 28, 29, 14467 Potsdam Berliner Vorstadt Wohntyp Dachgeschosswohnung Eigentumswohnung Investitionsobjekt Mehrfamilienhaus Penthouse Preis ab 589.000 EUR Zimmeranzahl 3 - 5 Zimmer Wohnflache 77 m2 - 285 m2 Bezugsfertig geplant 1. Quartal 2021 Einheiten 3 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/nikolas-ensemble-berlin/,"KfW 55 Besichtigung Beurkundung Videoberatung Potsdamer Chaussee 72, 74, 14129 Berlin Nikolassee Wohntyp Eigentumswohnung Maisonettewohnung Mehrfamilienhaus Preis 353.000 EUR - 781.000 EUR Zimmeranzahl 1 - 3 Zimmer Wohnflache 48,51 m2 - 110,27 m2 Bezugsfertig Ende 2020 Einheiten 18 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/althoff-18-berlin/,"Provisionsfrei Besichtigung Live-Streaming Videoberatung Virtueller Rundgang Althofstrasse 18, Berlin Steglitz Wohntyp Eigentumswohnung Kapitalanlage Preis 242.000 EUR - 436.000 EUR Zimmeranzahl 2 - 4 Zimmer Wohnflache 56,83 m2 - 108,44 m2 Bezugsfertig Auf Anfrage Einheiten 25 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/fiftysix-lietzenburger-berlin/,"Besichtigung Beurkundung Videoberatung Virtueller Rundgang Lietzenburger Strasse 56, 10719 Berlin Wilmersdorf Wohntyp Eigentumswohnung Mehrfamilienhaus Preis 415.500 EUR - 981.000 EUR Zimmeranzahl 1 - 2 Zimmer Wohnflache 38 m2 - 72 m2 Bezugsfertig Auf Anfrage Einheiten 49 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/duo-novo-berlin/,"Provisionsfrei Freibergstrasse 1626, 12107 Berlin Mariendorf Wohntyp Eigentumswohnung Mehrfamilienhaus Preis 305.000 EUR - 749.900 EUR Zimmeranzahl 2 - 4 Zimmer Wohnflache 62 m2 - 131 m2 Bezugsfertig Auf Anfrage Einheiten 46 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/pandion-4living-berlin/,"Conrad-Blenke-Strasse, Berlin Prenzlauer Berg Wohntyp Eigentumswohnung Preis Auf Anfrage Zimmeranzahl 2 - 4 Zimmer Wohnflache 49 m2 - 127 m2 Bezugsfertig Februar 2021 Einheiten 357 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/lytz-berlin/,"Besichtigung Live-Streaming Videoberatung Virtueller Rundgang Lutzowstrasse Genthiner, Berlin Tiergarten Wohntyp Eigentumswohnung Preis 219.000 EUR - 1.490.000 EUR Zimmeranzahl 1 - 5 Zimmer Wohnflache 40 m2 - 137 m2 Bezugsfertig Auf Anfrage Einheiten 116 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/urban-homes-weissensee-berlin/,"KfW 55 Provisionsfrei Besichtigung Beurkundung Videoberatung Virtueller Rundgang Roelckestrasse 13, 13086 Berlin Weissensee Wohntyp Eigentumswohnung Reihenhaus Haus Preis 310.000 EUR - 919.000 EUR Zimmeranzahl 2 - 4 Zimmer Wohnflache 49 m2 - 153 m2 Bezugsfertig Auf Anfrage Einheiten 30 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/ts4-berlin/,"Tino-Schwierzina-Strasse 4, Berlin Pankow Wohntyp Eigentumswohnung Mehrfamilienhaus Preis 210.234 EUR - 491.568 EUR Zimmeranzahl 1, 3 - 4 Zimmer Wohnflache 37,47 m2 - 97,80 m2 Bezugsfertig Auf Anfrage Einheiten 18 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/gado-parkviertelallee-berlin/,"Parkviertelallee 111 - 117, 14089 Berlin Spandau Wohntyp Eigentumswohnung Preis 278.000 EUR - 727.000 EUR Zimmeranzahl 2 - 5 Zimmer Wohnflache 53 m2 - 140 m2 Bezugsfertig 31.12.2022 Einheiten 75 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/choriner-strasse-59-berlin/,"Choriner Strasse 59, 10435 Berlin Prenzlauer Berg Wohntyp Eigentumswohnung Preis 785.000 EUR - 2.800.000 EUR Zimmeranzahl 1 - 5 Zimmer Wohnflache 67 m2 - 229 m2 Bezugsfertig 1. Quartal 2021 Einheiten 12 Kategorie Luxus ",
https://www.neubaukompass.de/neubau/industrielofts-berlin/,"70% verkauft Gotlindestr. 91 A, 10365 Berlin Lichtenberg Wohntyp Eigentumswohnung Loft Mehrfamilienhaus Preis 479.900 EUR - 1.599.900 EUR Zimmeranzahl 3 - 6 Zimmer Wohnflache 140,93 m2 - 223,11 m2 Bezugsfertig 4. Quartal 2021 Einheiten 50 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/fabrik-lofts-berlin/,"Schulzendorfer Strasse 23, Berlin Mitte Wohntyp Eigentumswohnung Kapitalanlage Loft Maisonettewohnung Preis 580.000 EUR - 1.175.000 EUR Zimmeranzahl 2 - 4 Zimmer Wohnflache 99 m2 - 200 m2 Bezugsfertig Auf Anfrage Einheiten 3 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/alexander-berlin/,"Baubeginn erfolgt Provisionsfrei Besichtigung Beurkundung Emser Strasse 36, Berlin Charlottenburg Wohntyp Apartment Eigentumswohnung Mehrfamilienhaus Penthouse Preis ab 1.070.080 EUR Zimmeranzahl 2 - 6 und mehr Zimmer Wohnflache 50 m2 - 999 m2 Bezugsfertig vsl. Ende 2021 Einheiten 42 Kategorie Luxus ",
https://www.neubaukompass.de/neubau/neuendorfer-eck-hohen-neuendorf/,"Virtueller Rundgang Karl-Marx-Strasse 3, Kurt-Tucholsky-Strasse 71-73, 16540 Hohen Neuendorf Wohntyp Eigentumswohnung Preis 249.900 EUR - 639.900 EUR Zimmeranzahl 2 - 5 Zimmer Wohnflache 52 m2 - 130 m2 Bezugsfertig 2022 Einheiten 25 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/parkside-berlin/,"Provisionsfrei Besichtigung Live-Streaming Videoberatung Virtueller Rundgang Breisgauer Strasse, Berlin Zehlendorf Wohntyp Eigentumswohnung Mehrfamilienhaus Sanierung Preis Auf Anfrage Zimmeranzahl 1 - 4 Zimmer Wohnflache 40 m2 - 88 m2 Bezugsfertig vsl. Mitte 2020 Einheiten 35 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/columbia-berlin/,"Provisionsfrei Besichtigung Live-Streaming Videoberatung Virtueller Rundgang Columbiadamm, 10965 Berlin Neukolln Wohntyp Eigentumswohnung Mehrfamilienhaus Preis 228.000 EUR - 950.000 EUR Zimmeranzahl 1 - 3 Zimmer Wohnflache 43 m2 - 115 m2 Bezugsfertig Auf Anfrage Einheiten 52 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/lankwitzer-hofgaerten-berlin/,"Besichtigung Beurkundung Videoberatung Muhlenstrasse 52-54, 12249 Berlin Lankwitz Wohntyp Eigentumswohnung Preis 384.600 EUR - 462.900 EUR Zimmeranzahl 2 - 3 Zimmer Wohnflache 64 m2 - 75 m2 Bezugsfertig vsl. Anfang 2021 Einheiten 145 Kategorie Gehoben ",
https://www.neubaukompass.de/neubau/quartier-charlotte-berlin/,"Besichtigung Beurkundung Videoberatung Virtueller Rundgang Charlottenburger Strasse 135-138, 13086 Berlin Weissensee Wohntyp Eigentumswohnung Mehrfamilienhaus Preis 252.000 EUR - 1.560.000 EUR Zimmeranzahl 1 - 6 Zimmer Wohnflache 30 m2 - 207 m2 Bezugsfertig Q1 2021 Einheiten 45 Kategorie Gehoben ",
